,accuracy,precision,recall,f1
adam,0.9804,0.9933543196922001,0.9729359369647139,0.9830391138802355
nadam,0.9786,0.9954193093727978,0.9677971908187736,0.981413930866771
adagrad,0.9734,0.9964362081254454,0.9578622816032888,0.976768558951965
rmsprop,0.975,0.9950389794472005,0.9619732785200411,0.9782267897578819
sgd,0.9744,0.9922398589065256,0.9636861939020213,0.9777546054918318
